0.20947418	0
0.227146672	0
0.246310121	0
0.267090313	0
0.289623646	0
0.314058025	0
0.340553834	0
0.369284989	0
0.400440074	0
0.434223589	0
0.470857283	0
0.510581614	0
0.553657326	0
0.600367163	0
0.65101772	0
0.705941461	0
0.765498896	0
0.830080952	0
0.900111535	0
0.976050317	0
1.058395747	0
1.14768833	0
1.244514167	0
1.349508811	0
1.463361429	0
1.586819333	0
1.720692883	0
1.865860805	0
2.02327596	0
2.193971596	0
2.379068135	0
2.579780523	0
2.797426205	0
3.033433777	0
3.289352356	0
3.566861754	0
3.867783501	0
4.194092803	0
4.547931505	0
4.931622152	0
5.347683232	0
5.798845708	0
6.288070943	0
6.818570139	0
7.393825414	0
8.017612658	0
8.694026316	0
9.427506268	0
10.22286697	0
11.08532904	0
12.02055356	0
13.03467921	0
14.13436255	0
15.32682174	0
16.6198839	0
18.0220365	0
19.54248307	0
21.19120359	0
22.97902	0
24.91766729	0
27.01987042	0
29.29942797	0
31.77130259	0
34.45171931	0
37.35827198	0
40.51003878	0
43.92770745	0
47.63371104	0
51.65237521	0
56.01007788	0
60.73542236	0
65.8594251	0
71.4157193	0
77.44077564	0
83.97414169	0
91.0587015	0
98.74095706	0
107.0713335	0
116.1045103	0
125.8997798	0
136.5214367	0
148.0391999	0
160.5286704	0
174.0718272	0
188.7575656	0
204.6822804	0
221.9504993	0
240.6755682	0
260.9803956	0
282.9982595	1.068795288
306.8736818	7.081187233
332.7633772	11.20330111
360.8372819	13.66300133
391.2796687	14.67769979
424.290357	14.45187433
460.086024	13.17535718
498.901627	11.02229649
540.9919461	8.150688211
586.6332557	4.702376102
636.1251386	0.803422936
689.7924521	0
747.9874605	0
811.0921472	0
879.5207219	0
953.7223395	0
1034.184049	0
1121.433988	0
1216.044852	0
1318.637654	0
1429.885797	0
1550.519498	0
1681.330577	0
1823.17766	0
1976.991809	0
2143.782638	0
2324.644937	0
2520.765859	0
2733.432713	0
2964.041412	0
3214.105637	0
3485.266772	0
3779.304679	0
4098.14938	0
4443.893722	0
4818.80712	0
5225.350451	0
5666.192204	0
6144.225998	0
6662.589576	0
7224.685399	0
7834.202982	0
8495.143105	0
9211.844082	0
9989.010232	0
10831.74276	0
11745.57323	0
12736.49989	0
13811.02704	0
14976.20772	0
16239.68999	0
17609.76716	0
19095.43223	0
